iteration	log_density	v	w	x	y	z
0	-61.858354785599055	25.902626850866042	27.03488691242415	23.882343563941262	27.93423453885878	22.24565206258014
100	-13.23735794133483	17.124816383176338	11.109057737337523	10.694188066891595	15.808832661021379	11.027196009251979
200	-13.240253886696516	13.160722402352123	14.090014000625342	12.033461087888897	16.843029886487265	8.114533027039831
300	-13.847773475683427	7.615589979563952	9.523447155780817	15.906170813948318	14.042969323538541	15.227296088291387
400	-13.056048679470246	16.180468622224936	9.846204102062494	11.920926869879565	9.407175243436752	8.520272199970087
500	-13.010679568759072	12.825175191659232	7.967972553604091	10.504824600828446	16.41949856346071	13.195965119430737
600	-11.846226835553757	13.356939457204218	8.339637987082607	13.419404739657645	12.859821397962184	10.912653498715512
700	-14.131322414115207	15.339683086908959	11.118156436221842	10.211398814674926	5.652968874358095	9.78808889566778
800	-14.45352402843718	15.144466785592032	12.932730120811591	13.215844095047078	6.119720888297475	7.607552714682482
900	-13.915535064231596	13.689402677178974	16.08842565988428	11.237478525953064	8.99458004425032	6.7807937340359405
1000	-12.302569327813755	10.758521422454715	14.552419386410902	12.9205621290373	16.059120135773966	10.582248262450465
1100	-13.293375962735357	9.810635418271033	10.973954604713075	9.676487611377258	16.618730936164372	8.443727737514592
1200	-12.615344128546356	12.213960051453697	13.921842639811363	14.805913518500422	7.396122418362209	12.460297294560114
1300	-12.865788925473323	13.540293089818908	7.019066837477118	9.003421454068828	12.71266347650578	11.073497298899765
1400	-16.203470494764126	8.339059993954306	7.868827940630445	10.45016281060567	9.157700550683845	4.472947462523548
1500	-13.910012177973423	10.919528521986262	14.347807761436549	8.639705445638509	12.649372969978357	5.841176139942036
1600	-14.734871680923229	6.110544693023521	11.650626393728771	14.01991588538073	12.05856701917666	6.318430584019264
1700	-10.844178448947632	11.985247416483421	12.797600341268634	11.75710413896045	11.61015209275866	12.54002326729975
1800	-15.377892465622722	18.085944863447708	13.945209743192187	7.2535060643569755	8.620408910926812	14.823550021905989
1900	-13.20241044350698	12.155100891203343	14.636904474356491	15.679411573073573	9.684358182776352	7.7917252084232596
2000	-11.959029138829179	8.966682577246932	10.617862327200601	11.825723924639117	8.935908540976705	12.822163929423107
2100	-10.98781867662652	12.298143394767004	12.431668241108827	13.299192332474929	11.721324891675298	10.702415523497109
2200	-13.904630381637782	16.87750355270746	11.663070650161266	12.701651375664868	16.60047440833629	15.26601927775457
2300	-13.469022934138195	10.707122495209104	11.208023569643338	7.929002072997034	11.9941058266859	6.567286881835028
2400	-13.049034696459426	10.335541635587527	13.87484718183008	16.09952789340518	10.14524583458997	15.780831357340396
2500	-12.488389480511616	13.947738697095723	14.583151798944069	14.37862388739291	15.70821115370604	12.927225228238255
2600	-12.44118717822659	14.804852970327048	13.903866232675652	8.611515988478285	13.28752377536776	14.292094632404734
2700	-16.762061824178247	8.067746384388519	13.325060964636613	16.865235724107905	18.529031534614493	16.913625253105852
2800	-15.066947255652417	18.231902486115384	15.198668248663978	7.638418313348089	9.853514512040846	9.890510615742443
2900	-13.252678521105116	15.639643291694222	7.5895068616794905	11.228182497189614	13.077140434481024	8.831940124606675
3000	-11.574958151571511	9.653507228751392	10.817039558393356	12.407191370363527	14.632348295948574	12.540867279882702
3100	-12.277820295801844	12.683409818751334	9.603998335955376	9.437555752040907	14.906441306306764	14.392310088685958
3200	-12.82094120807278	10.599884420264708	13.450120993190904	13.880901484274323	8.704001076982824	7.72727900500227
3300	-13.55303831894861	11.724147575237584	15.73921678677804	9.175160117631211	7.455034031975976	9.315937077459306
3400	-17.399332805760846	15.817326428326181	6.19179961319742	5.880913473237333	13.828757987957003	6.519396128993657
3500	-12.062408443195839	13.676414730903392	14.270145575399967	12.894584378752374	14.126381767924036	15.127526313515236
3600	-11.813478232858104	8.93465223147596	12.659214461510892	13.644339419734317	11.204386732128544	9.672208831262829
3700	-13.249061216599927	12.49705423253047	10.578569559813733	13.373981607929716	14.810387889085494	17.689749179687723
3800	-12.771404669650233	10.422980585674445	9.980794633885742	16.25841887392449	15.058649529119027	13.332445887679519
