iteration	log_density	x	y	z
0	-32.95953740015843	22.574468073186512	26.93381659813368	23.705085502323346
100	-7.342934617407701	10.971002728519398	11.042060416482052	14.961747094494106
200	-8.452650250299175	16.716588303417794	14.899761074974153	12.261708536932009
300	-6.845730410666411	12.880872356969169	12.686315606485355	11.25717529671642
400	-9.256481349723796	8.533360148060115	6.4398561507034975	13.503156404334407
500	-12.701339028646968	14.00919536099155	10.319121905547027	22.016860372262077
600	-7.994362975994319	16.11077084522469	13.561351444065847	13.771407537201041
700	-7.284859971560701	9.964274917102392	10.65475762359564	13.936293415903389
800	-8.932155274622493	17.61205858936714	14.445010494423022	13.371540514774322
900	-7.0461742118560915	10.514950211020906	10.294254885206604	12.54018784678294
1000	-6.9004813269875385	12.324670999499142	13.267909368946718	13.035019240781436
1100	-6.960067860978539	11.652819416830798	13.246199961593348	10.522407645932256
1200	-8.548602894455401	12.688844237493456	6.937520859371447	9.480623681114547
1300	-9.621093445540552	4.848847596602997	12.673291527394953	12.403715507564574
1400	-7.79671086143488	12.580282501286149	7.726462605671016	12.56262974733966
1500	-8.545146775833226	6.402346528999741	11.028820434102208	12.33366780361631
1600	-8.462381395937536	7.68842736395743	14.31211783536492	9.361264693990181
1700	-7.972684180154432	15.32387467163209	12.153559269624814	15.318463248186646
1800	-7.03487303210737	11.03970218510403	10.327676876143984	13.218394198462006
1900	-6.89875484535684	11.439769152313449	10.44319659398752	11.874707791374723
2000	-8.163445254543888	15.34764629733378	8.231808047901968	11.665912241062651
2100	-8.717959797904989	7.384628657892332	11.788530187552173	15.761982273211167
2200	-8.269013467271405	6.848826508387987	12.22808739341847	11.08827823325683
2300	-7.800024707172822	14.233545391774635	15.548493017786612	13.181322726228307
2400	-10.022117247662099	11.471921241582939	14.563222993435948	4.780253637589583
2500	-7.576298279072162	11.840073432738539	13.760125393607215	15.438801751184947
2600	-8.461733799387739	13.07168901679352	13.386511168162732	6.725923380380773
2700	-9.261895379888985	10.254246092296185	10.061710421432304	18.203636031404905
2800	-10.052779987349178	16.213904246399398	9.924044354650295	5.879618859760957
2900	-7.770556781345894	13.716062910020181	8.132442854787541	12.736721284059273
3000	-7.399899726429563	12.91322758744224	9.531392519038597	9.798683593165514
3100	-7.281838302645141	13.149743324007648	9.114484665281694	12.02423547830388
3200	-9.431869319382637	10.908333642804626	11.41532557410815	5.157801924969286
3300	-7.028216308229826	12.584175124379195	11.267109179625628	14.050636580770744
3400	-8.187239803279589	15.732196954823044	15.228161150253971	10.736827681500301
3500	-7.144895924925513	12.756775857261555	13.055513478297343	9.655450018351358
3600	-11.772348567867018	14.411274362227239	3.218733995829887	14.748272894832118
3700	-8.338218396053946	17.319977316633867	12.593157189737067	12.097690309274311
3800	-7.661395068758509	13.780958360302902	12.198405583479826	15.642738001799623
3900	-8.466764653941905	7.71727676684588	9.599199608927858	14.621413612952903
4000	-7.828853549360291	13.757660609343782	8.535376290950547	14.09809008251067
4100	-7.6786987466129535	12.95533759841553	15.927420932467664	12.674446958694578
4200	-11.771892533397612	11.060334265448393	3.8154465046172223	7.246076950720079
4300	-9.280616521200963	8.7471019370013	17.572930760107933	13.99694784238102
4400	-8.234077632031868	13.212095156271145	7.1744289013155775	10.573924038120687
4500	-9.960647284558172	11.334292781799821	17.713692899145208	7.022269106838776
4600	-7.8368087522004295	8.034587600720222	11.282531127798013	13.843612440145124
4700	-7.360365938726373	13.48377461567999	14.956388594807347	12.346947592904426
4800	-8.047320657470156	16.428994249942804	10.365861317880357	10.931833858977265
4900	-7.732040257994434	8.66369955668998	13.59429381069967	9.980183768303501
5000	-11.344497723508987	8.702790439137225	8.93379254564555	4.094094210618951
5100	-10.890796345333607	10.858193666792623	18.35669621617925	17.735732917200345
5200	-8.696056089050842	10.603990658603403	13.498477451514619	6.440293243547681
5300	-8.180376665475729	7.711950366233251	9.973858301177964	13.82476477991034
5400	-8.43653536025685	10.718799897801672	12.780747885471545	17.308691165520248
5500	-8.545243877996416	9.75795283223638	11.489910844721361	6.793942977269988
5600	-9.971107269154645	19.096448205092628	9.247746736837296	11.652060261794906
5700	-9.422350844011545	6.261462297303514	13.160968396607926	8.271829003679272
5800	-7.534199337497829	13.759019366857103	15.321149948874332	12.258859668286316
5900	-9.227503567902014	6.583123403396536	12.744331263929094	8.156292220038782
6000	-7.34059169363047	9.509638645135164	13.789600894486858	13.140914464272763
6100	-9.156729281874805	17.170245194231775	9.568382227936166	8.720894468815654
6200	-7.459372933389463	11.64193405858855	13.116790757442784	15.386574427868457
6300	-8.633590939339147	9.070378335728797	11.240717889386636	7.017927052156832
6400	-8.43936294838975	15.537332655206427	14.56502802632778	15.375210860134445
6500	-8.920417024960974	7.6384146400719635	15.311509628001424	8.974509965343866
6600	-10.123297447435176	5.296943860199758	8.10654507742709	12.839647292142937
6700	-8.476351015163116	11.96349203073024	16.831199143948293	14.794298953480087
6800	-8.121644018948723	9.376316539624828	15.944010279625846	10.47478961325751
6900	-6.878205056058141	12.733634732288639	11.509016771332202	10.733503680785457
7000	-8.106515675415292	15.417528643874254	11.290598497844556	8.491419659847509
7100	-8.725196109892922	7.701042940200424	14.224460778836825	8.507167512135835
7200	-7.9700129022519395	12.90183190526551	12.761098378756225	7.4565137744430805
7300	-6.922614213364704	10.334543266886786	11.480317806213955	12.37262111714849
7400	-7.479510521870308	13.947672808374822	10.956845043405968	14.885341250269525
7500	-8.347760575290252	12.570702349924833	11.825197680016242	17.33657565305073
7600	-8.165957554308912	12.64098089746433	8.019114931484538	8.949665607395211
7700	-8.675541154901271	7.40888791521685	11.021809229424083	8.43626883753392
7800	-7.39548027108981	15.29375283779633	12.676450209120347	12.622782952959518
7900	-8.75127023459342	7.61882594307937	9.06639326571062	9.119420891041191
8000	-8.025627330198684	7.548695889905339	11.022965157211793	13.506052106601642
8100	-7.026974569611741	10.925092056086061	11.260735465985858	13.832814634015572
8200	-7.751356877428833	10.186737145368566	8.402507580378515	10.632463428902344
8300	-7.448551415313654	9.566597449185183	12.489217795975414	14.54730245911737
8400	-8.41899581240989	12.85833294682825	17.31474671327365	13.065017801872262
8500	-6.940706017429375	10.517644041698738	12.442142912262108	10.943853636779162
8600	-6.94326523170821	13.018532690826898	12.36326221541357	13.544348490499557
8700	-7.8832130001604845	15.623695128582508	14.008437822441795	13.818914923835667
8800	-7.971875781011979	7.814164803679113	11.962946077380774	9.867681744423182
8900	-8.763750176973815	6.920772146126315	14.271969760494521	9.684247990360022
9000	-8.138715396196694	13.137063841498051	15.476348473856108	8.580267465282226
9100	-9.963063448655026	6.116001671058928	15.316629097676511	8.494392557908775
9200	-7.876260615666618	15.631579079298914	9.64339108877728	10.732591115253658
9300	-8.835662256902932	8.95736978123196	15.000051572358744	16.399956693885848
9400	-7.5990899679825334	15.160815035813522	11.42969573074153	9.754286941232907
9500	-8.515356083206784	13.892237385513928	6.873980547119141	10.587421466939523
9600	-7.201832599963545	12.418516050360967	10.401680449494119	14.340686245141683
9700	-7.632877358758338	11.826375875975382	12.023952696417425	15.992077123294568
9800	-7.237833960290124	9.80746065570198	13.811738015723789	12.875782073406052
9900	-9.651878033732437	18.103473533901614	14.827229430890775	14.657780190693387
10000	-8.150379428877368	10.935534761414301	8.628868244800818	15.575586739755272
10100	-7.006567610143444	11.503486971139647	12.989265892600276	13.86243151747451
10200	-7.085745552227886	10.951894380969325	13.29487102448973	13.828608747158864
10300	-6.908020313813518	12.529508798456886	10.4008172870592	12.286717806252241
10400	-7.43794889538558	11.117724978347049	10.83150050114445	8.788320347065605
10500	-9.47728771693633	16.7611190846198	16.058129341302784	8.832964069516859
10600	-9.033339080806106	15.81672516024153	16.854066896454214	13.74538060010625
10700	-8.223942000575962	7.955747637715832	12.555544327246308	8.84691330442986
10800	-7.573003361147679	10.975250838569758	14.239739114659654	9.029625490975835
10900	-6.8021729387967165	12.667691408818975	11.390352500565621	12.444114147662923
11000	-9.151214260433454	13.796653556076233	5.687226873310724	11.532673019202566
11100	-6.929471581432193	13.077693293252159	13.08739648586904	11.019061223740652
11200	-7.697521349206509	11.21782163315884	16.064049188936995	11.948116988771396
11300	-7.43933349601355	14.790834561019256	10.069523071005065	11.016073896741549
11400	-6.933934794254278	11.82057657082154	10.176080531276806	11.833994969828971
11500	-10.639045808748401	13.31507094510097	15.862304703187206	19.30969368136252
