iteration	log_density	v	w	x	y	z
0	-48.27706490151272	22.457637775220878	25.734433862131674	23.071902969728697	22.507561793393876	23.997424450461274
100	-12.384688696409652	13.318960899299254	11.487551269718688	13.14621250038424	17.040123756752312	12.386343347659759
200	-11.997486847597918	10.193507053032365	11.389935990626379	14.109625364536305	8.283857221585176	12.052046583909863
300	-13.490869671140182	15.334547688387142	13.734013744604429	17.04382627123852	10.72525944666529	14.754681828548769
400	-11.55334743164872	10.609435010203288	14.593659533455975	11.086779050998038	12.51441440033954	14.035852427790243
500	-13.632025330810842	11.13843637719891	10.403911291819432	14.550308716625448	15.384235974483108	17.483914114423083
600	-11.975591019567652	10.647782018396478	10.618479217368176	8.45157705235598	12.412315424852569	9.762587975800006
700	-12.228783626837407	11.988342477409581	13.93173842076007	16.56493487218288	10.811217599953693	11.720180668217647
800	-13.387291406199152	13.377288835447288	15.870592833330445	7.741199659807647	14.899380302484332	10.131090639110091
900	-12.521134149175328	11.487937970389078	13.710262222213448	12.726577393970999	14.599492581406437	16.56636734017424
1000	-12.951366357581657	15.187695409285732	7.585981630076611	12.055857827447475	11.132759122028025	14.944178015698975
1100	-11.051331745118967	11.010188952000213	13.216452141758651	12.271038208087681	11.486070606684578	10.561013781155854
1200	-13.428424002369441	14.786952285078492	14.050305703303788	15.513566195923154	13.348845763893427	16.63896755752927
1300	-12.346294023478215	11.126311628996875	14.130932705487055	12.725915646350536	16.50759505889807	13.423901997477065
1400	-13.834475382634624	16.51054120188382	14.35710829342089	12.601905572940346	12.834508243376611	17.291946513428545
1500	-12.955205316627492	13.12136181398621	9.454447917420424	8.040806965476422	8.937641782046159	14.51931288608309
1600	-11.97684897208882	12.542525869628655	10.716682104254788	9.976776743829666	13.892170495840604	15.451387780092945
1700	-13.339698135000463	12.241866571269634	10.612325501894471	13.45067329062751	17.029499618128987	7.916633269532472
1800	-13.046555346313433	7.219530683306947	15.056733631643967	13.329430102690049	14.102145663621254	13.548826924909681
1900	-11.881263130276478	15.12810342348415	12.39970511317348	9.925369220290381	9.78552015351472	11.191480329102085
2000	-12.137469538031985	9.978794657139748	12.720223329026092	9.946723724864063	15.564763806035469	13.700220964877634
2100	-13.350686662364494	7.1851496014603775	12.934465048037449	9.532037779724114	14.518621850347193	8.874966580681857
2200	-12.881949823593969	12.198579025315702	12.10922510946061	11.87782526467048	18.13230076583975	12.384018884377248
2300	-16.221768379881063	14.634509382702765	9.507565526331874	11.067941132207489	20.95253576503222	13.940646276099754
2400	-15.606584107776282	4.167899731452695	11.597149600167741	7.805676620107708	14.76884348086451	12.315221863903675
2500	-13.822147062693158	7.919800957352728	17.120263211827183	8.896410843983448	11.675281053578733	13.46273588878116
2600	-14.99720997236859	12.304687021215251	13.02066792884673	13.070983017731539	3.5282826781766925	13.35718829827754
2700	-14.84957631779303	13.452353948736189	9.086389444450258	5.924365877887391	13.757043618589638	16.757852433232774
2800	-16.811523248682168	17.27153295886092	19.842848395038533	8.066708264931098	12.164133251594562	13.937560573580559
2900	-13.233524784743041	16.969835454568454	10.820822528846103	7.953184447479505	12.541000297564766	13.178177200040754
3000	-12.118549067483947	14.230750306274192	10.386557603013548	8.996658743197655	10.45870054970983	14.258883352116696
3100	-12.421294778805745	9.75649316624327	11.07065665341565	7.611708418954884	11.769416629423421	9.921584945237758
3200	-12.748821603948544	14.117539803187212	8.322786535820779	15.63437209678915	10.31277139891509	13.166743794919334
3300	-12.324705748489729	10.957243894568414	10.91872275047918	15.480168107945211	8.914997112941641	10.024356662825452
3400	-13.060775938015942	15.582641603497553	9.00901873473522	8.707299048026634	14.587210124879677	10.688162324075549
3500	-13.21826831963552	8.870408776271974	9.674003956179073	8.077077417014756	13.921123906040306	15.096444583203235
3600	-11.594988528666248	8.711222860572727	10.999525170597966	13.617069455545334	12.452437200128813	11.869799016292202
3700	-14.045874108527437	16.14823603701353	13.657487035215714	6.827188935182513	9.887841371156826	14.755938471461885
3800	-11.652985607688144	14.842501457137136	10.810483439785706	10.105787879084097	13.35662724687175	12.879929822728403
3900	-13.305218354567247	11.316557525116226	13.70633120675885	9.716870916041524	6.00107751539581	12.926983262869316
4000	-13.327524436348778	14.445107741583813	15.6565775710254	8.77483124565961	9.310160477082581	9.024574806561704
4100	-14.302930413796782	8.610060807996867	6.820021712437783	12.600178335083577	15.467895708934003	8.438238250153272
4200	-14.026506942013148	10.499070938669716	12.675300488335079	12.462672729105082	4.7134177389648455	13.550398606754438
4300	-11.086609954498282	12.477730984520488	11.41369798108496	10.317285961646656	11.09013184360951	13.127560381753476
4400	-12.687124893241807	15.372613306404038	14.258245411938024	11.86188474824997	7.891070495059843	12.967188970841084
4500	-12.603858755952558	13.378479603257157	14.636876504084599	13.912932835855534	12.086256035832237	7.495207159489418
4600	-15.316761256093935	8.881516743241114	15.905651381387692	13.68658497297708	19.334749415763646	11.847320622469542
4700	-11.89665859109186	10.583532339297914	9.199927046737617	10.302809346670845	9.295745361237056	12.208309813976536
4800	-12.471383211860987	14.958139591977412	13.346062831222119	14.341261636861727	10.365847155640239	15.422606905952943
4900	-14.81617175887189	10.663504539373301	19.00955706145544	10.726961635494003	8.866256044286478	8.794726178699563
5000	-11.494215121990042	12.21724052965031	11.045926281402918	11.320252826473524	10.99473283022608	8.773611838850071
5100	-12.33381122282645	11.539862630637717	13.401395872860492	14.803388404171807	15.098806504005749	9.116399176865961
5200	-15.451400095696508	18.667534915397212	8.960822549204	11.021728993438476	6.629873537743148	12.76228911544753
5300	-12.716531759198586	11.390671654402686	16.459197178859206	14.683558222264928	11.261604020627548	14.615131847462333
5400	-14.713267102194527	13.772925727624152	11.704721408698298	9.134112479134199	5.112399244006236	15.449604916870785
5500	-12.518772099333011	13.838507084896133	8.444938578973868	10.811715883408858	15.610369083801752	11.096495435612603
5600	-12.703680519323994	12.538280466964803	15.799573814589806	16.16264507203133	11.323337634844222	10.551541114340779
5700	-11.745205763215578	10.712802060778897	14.038333061684211	12.560543621478624	12.84594940458389	8.757167786106598
5800	-12.989751358859587	13.436537612710424	10.3537838720749	15.030028134043285	16.566564974357124	14.225094881157109
5900	-12.826894334933879	11.663038292741895	12.919440688491392	11.449207202299243	13.079458517981543	17.86518175680231
6000	-12.443810792520289	14.54158367986053	14.876134993300886	11.723114519056029	8.293960449077332	13.178633201107036
6100	-15.983116903479305	8.786224715688485	20.094287044877063	7.984473437882818	13.029084746295178	12.781394724166843
6200	-14.533287688215097	6.330668831061717	14.255930977528362	8.411335644835164	8.206246054720351	10.256057959845117
6300	-12.75470839439147	14.012170853069252	15.715897992776299	13.784585221253943	9.29446007644912	14.677145449151197
6400	-11.769249327406389	14.102595200450036	11.689309692491722	8.37187414222392	12.243423746941465	12.2242259354134
6500	-12.638522078711913	7.9510357538268135	8.663949618152493	12.858159388814258	10.594057449706762	10.210944777309482
6600	-11.551329311317447	14.442627487453436	12.199817892075917	9.61432666781054	12.151963291513278	10.534797603489418
6700	-12.0527630027205	9.894876824767309	14.241227377062248	14.78966983877536	10.096211376685952	13.425551879137178
6800	-13.822956932342036	18.648066360088176	11.791520102625016	14.12163935245641	13.159288220514751	9.838646570394895
6900	-18.849610605262995	18.79063959443273	14.595664130108204	14.26123443425495	21.293096672338095	12.954820595826765
7000	-11.226628383214718	11.884582236062867	11.250906664811334	11.351547479003129	14.46988695785035	11.036779704515778
7100	-12.65565286955696	16.736437170483867	15.175502819571099	11.224570947673916	11.429000205325199	11.451782683928524
7200	-14.101571500924296	10.83783138028788	9.981515993544708	12.897787551575462	15.449504374666628	18.453064953527157
7300	-12.396972026484269	10.458588349602364	14.030184909173078	11.104156834572228	9.007886574138912	15.582791493571728
7400	-14.04427473162852	10.642902375733463	11.536462538718432	12.149228964431668	8.397551209483224	5.390595001154676
7500	-13.066115246658626	12.006775498184851	15.555524405354333	16.998343794464915	13.332716169021651	10.68376353114563
7600	-11.348240590816747	13.564179689204643	13.199408510025759	11.955447868348521	9.504163016392503	11.690675896749351
7700	-12.080603658960337	9.443575601084348	12.085679180598142	10.728796233179695	8.558520981146346	10.158191334771885
7800	-13.617722735733095	11.21134856326703	16.345299851214367	7.589705104817514	9.397513197877824	9.690120020163622
7900	-14.203221468804967	12.620775418817704	12.326484685775538	14.43410700343427	4.687883485496519	10.689319251929204
8000	-12.432803045704558	10.160774692189548	10.907811390385538	10.344818452574653	16.678302909327197	12.729699832694177
8100	-11.496118007746064	9.507260901876304	13.779801157795957	12.826129439427993	10.752479631692012	10.880328785687313
8200	-14.03936337549986	10.560344787756247	16.95079388584859	13.621190392453837	11.248597607609877	6.626315373396254
8300	-11.409747745787287	12.920555677916905	13.514648831335581	11.889764481274227	13.195010916470808	9.404340275179102
8400	-13.626625877800654	9.637644806986032	8.081741126538352	16.808430580325602	9.702035725485542	13.374017274857257
8500	-12.010795870083669	11.077716529366437	12.141553011878765	7.979113527260111	13.097158993042738	13.973872464173807
8600	-12.25674607763229	11.042446231347535	11.451789137955515	12.738945813505683	16.836174543518236	10.811245744926111
8700	-16.09257127114024	6.680246057410296	11.839575880829871	17.03160739186096	11.728144559208992	18.472523729401633
8800	-11.151743108674173	12.178657903636756	11.720169406831587	11.757966402326826	10.872811451717071	9.711814114998955
8900	-12.657500206652488	9.88657252787742	11.415772349101038	13.780808748321695	13.621531744161647	7.186452672124747
9000	-11.604720203241238	10.61004014261539	13.223508815311495	11.604908726094976	10.822022523520364	15.13943468854156
9100	-14.628031262905887	14.77684495695154	12.742435983195428	15.63248535182069	9.714089565210132	18.524256590793534
9200	-13.226756738414256	14.17710620957552	6.751720615109887	10.550250149122663	14.33516563948592	14.046068652132131
9300	-15.619633460619804	18.27847591968011	15.236679032744785	9.157170395379051	15.478794117887812	16.125304759887953
9400	-13.678029223336916	14.504642430670732	13.437103197634958	10.189247846125461	10.41049324043528	18.164774804792387
9500	-13.506185650465865	9.012721619124964	11.375089466622113	12.501124895296652	9.758801921883931	6.129167162646437
