iteration	log_density	x	y	z
0	-35.621744292814604	22.01057400314379	26.829856284646127	26.129075495018107
100	-7.441904409849037	11.672650397677875	13.075858354664076	8.64362445715137
200	-8.43634756959622	14.23219498403573	7.2036000232825845	13.56259893706402
300	-7.942547535916014	8.54945618426103	15.076171165598858	12.41518712754937
400	-12.478065740529187	21.084008008689768	7.454695654625523	12.042386369225836
500	-7.7480700702370084	12.344138626236289	13.572733369417518	15.93051472299872
600	-7.110069550517963	14.065985765706907	12.445209194465901	10.554195771491337
700	-6.9912466513611555	12.293533335285318	10.032090919168896	11.322343653501068
800	-7.485462718106028	15.02379240531745	10.921477128065094	13.734186610188482
900	-8.454965588259126	9.01555987058897	11.316485856263995	7.374968920458057
1000	-9.309021407992214	7.492736391144681	15.043238627976924	16.06955343079904
1100	-7.414483595408186	9.073907632851952	10.343406077913688	12.854395179271682
1200	-7.604164477350707	8.168103106666416	12.667146779876974	11.432506974436091
1300	-7.899916116077952	10.961629115573482	9.498583445797202	8.334103440230567
1400	-9.053499088655633	15.547206284476152	11.0251774032646	6.707964621730213
1500	-9.923597014797348	19.189657027112133	14.185049913706427	12.857170544437711
1600	-9.990064098244199	5.976580731320871	11.626334216663368	16.68780911868804
1700	-10.30209417185736	6.705357548375424	17.071148020952602	8.79632702647935
1800	-7.24449724814402	10.471180992053164	14.576589009300854	12.021409191334023
1900	-10.832374746550295	20.024426205683813	12.975972902364902	14.866079686624282
2000	-7.97930498404974	13.26035057611526	8.635093929124633	8.95171857579421
2100	-8.75467603428969	16.565050692043062	8.683353787767977	14.078447754447836
2200	-6.935915725778903	10.937721143813704	11.085237670791754	10.792994223057725
2300	-8.900250380270773	18.18510041242162	11.301244883241143	11.80924521308787
2400	-7.914963738830161	7.700167674284569	11.977188826328485	13.598710508135222
2500	-6.929897654506838	11.720334562495271	10.202953458278426	11.92141806908945
2600	-8.032487222927701	12.523171000744341	16.635174102108405	10.816011178847939
2700	-9.320701264438663	17.531903369826157	14.964261023929609	9.361926684566093
2800	-8.16248065304157	13.957565795547	7.564195732796228	10.588676230377931
2900	-10.469425568364985	7.625048384678753	13.507960856971955	5.246399551587401
3000	-7.471684234537671	8.646205177290513	12.0257441782674	10.651919841062414
3100	-10.046386341992806	15.540222151465654	12.006958324369442	18.8467027994981
3200	-8.020626407403993	7.387324357549362	11.56071868172778	10.784624731606645
3300	-8.080211115750455	10.91609600350112	15.952904866795585	9.313161394363913
3400	-8.586152283012987	8.072560011424612	7.840744816539479	11.365839990207315
3500	-7.908915132737989	11.501541461433138	12.699596541809074	16.49423881453724
3600	-8.532145776299336	6.913698445405644	10.389197970363174	13.920698742444454
3700	-9.064294790225407	15.280154649845652	13.12601145753298	6.549715946535589
3800	-7.756311665666551	11.672492397009018	10.127999389740502	8.181941745342298
3900	-7.661765067398445	15.485217135930851	13.920421115531306	12.8078501323873
4000	-6.9480251769628	12.49404091528802	11.723561990507653	13.821967385836096
4100	-9.22966517208612	17.3942321445374	15.477195146441723	10.123579751030583
4200	-7.7930531358545	12.915869275411708	7.914886594696151	13.150475879945057
4300	-10.896399355398495	3.6980002011672144	11.11433235931587	9.763219515377282
4400	-9.51459546436262	9.128225051296686	16.11831440150284	7.037065398205183
4500	-7.259652015741801	11.307235640553552	14.916930748381994	12.510818170749202
4600	-9.63148547489702	10.940304825039338	5.50544382771186	14.939410005102415
